,Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Budget,Genres
166,The Fault in our Stars,124872350.0,19428900,"Ansel Elgort, Willem Dafoe, Laura Dern, Nat Wolff, Shailene Woodley",USA,0,12000000.0,Drama
167,Proof,7535331.0,526668,"Anthony Hopkins, Gwyneth Paltrow, Jake Gyllenhaal",USA,1,20000000.0,Drama
168,Half Nelson,2697938.0,524775,"Anthony Mackie*, Ryan Gosling",USA,0,,Drama
169,Shrek 2,441226247.0,88273679,"Antonio Banderas, Cameron Diaz, (Voice), Mike Myers, Eddie Murphy, Julie Andrews*",USA,0,150000000.0,Animation
170,The SpongeBob Movie: Sponge Out of Water,161756387.0,9568408,Antonio Banderas,USA,0,74000000.0,Animation
171,John Tucker Must Die,41011711.0,7273502,"Arielle Kebbel, Brittany Snow, Sophia Bush, Penn Badgley, Jenny McCarthy, Jesse Metcalfe, Taylor Kitsch*, Ashanti Douglas, Amanda Crew*","USA, Canada",0,18000000.0,Comedy
172,Capturing the Friedmans,3119113.0,435442,"Arnold Friedman, Elaine Friedman, David Friedman, Seth Friedman",USA,0,,Documentary
173,Conan the Barbarian,21295021.0,2200242,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman",USA,0,90000000.0,Action
174,Around the World in 80 Days,24008137.0,7719618,"Arnold Schwarzenegger*, Kathy Bates, Will Forte*, Owen Wilson*, Jackie Chan, Jim Broadbent, Rob Schneider*, Cecile de France, Steve Coogan, Luke Wilson*, (Cameo)","USA, Germany, Ireland, UK",1,110000000.0,Adventure
175,The Pyramid,2756333.0,571058,"Ashley Hinshaw, ""Denis OHare"", James Buckley, Christa Nicola",USA,0,,Horror
176,Scary Movie 5,32015787.0,3824691,"Ashley Tisdale, Charlie Sheen, Lindsay Lohan",USA,0,20000000.0,Comedy
177,The Happening,64506874.0,7985542,"Ashlyn Sanchez, Mark Wahlberg, John Leguizamo, Zooey Deschanel","USA, India, France",0,48000000.0,Thriller
178,Guess Who,68915888.0,4283766,"Ashton Kutcher, Bernie Mac, Zoe Saldana",USA,0,,Comedy
179,Scott Pilgrim vs. the World,31524275.0,8445713,"Aubrey Plaza, Alison Pill, Ellen Wong, Anna Kendrick, Chris Evans, Kieran Culkin, Michael Cera, Mary Elizabeth Winstead, Brandon Routh*, Jason Schwartzman","USA, UK, Canada, Japan",0,60000000.0,Action
180,Man of Steel,291045518.0,46198857,"Ayelet Zurer, Laurence Fishburne, Diane Lane, Russell Crowe, Kevin Costner, Henry Cavill, Christopher Meloni, Amy Adams, Michael Shannon","USA, Canada, UK",1,225000000.0,Action
181,Get Him to the Greek,60974475.0,10901662,"Aziz Ansari*, Jonah Hill, Russell Brand, Jake Johnson*, ""Sean P. Diddy Combs"", Rose Byrne, Elisabeth Moss",USA,1,40000000.0,Comedy
182,The Guilt Trip,37134215.0,1500680,"Barbra Streisand, Adam Scott, Ari Graynor*, Yvonne Strahovski, Colin Hanks*, Seth Rogen",USA,0,40000000.0,Comedy
183,Boogeyman,46752382.0,4091220,"Barry Watson, Emily Deschanel, Skye McCole Bartusiak, Tory Mussett","USA, New Zealand, Germany",0,20000000.0,Horror
184,Dark Shadows,79727149.0,10920177,"Bella Heathcote, Helena Bonham Carter, Christopher Lee*, Eva Green, Jonny Lee Miller, Chloe Moretz, Jackie Earle Haley, Johnny Depp, Michelle Pfeiffer","USA, Australia",1,150000000.0,Horror
185,The Town,92186262.0,7484217,"Ben Affleck, Blake Lively, Rebecca Hall, Jeremy Renner, Jon Hamm, Chris Cooper, Pete Postlethwaite",USA,1,37000000.0,Drama
186,Fahrenheit 9/11,119194771.0,12170145,"Ben Affleck, Stevie Wonder, George W. Bush, James Baker III",USA,0,6000000.0,Documentary
187,Hostage,34639939.0,7757791,"Ben Foster, Bruce Willis, Kevin Pollak","USA, Germany",0,,Action
188,Contraband,66528000.0,3312446,"Ben Foster, Giovanni Ribisi, Kate Beckinsale, Diego Luna, J.K. Simmons, Mark Wahlberg, Lukas Haas","USA, UK, France",1,25000000.0,Thriller
189,3:10 to Yuma,53606916.0,2425312,"Ben Foster, Vinessa Shaw, Peter Fonda, Logan Lerman, Gretchen Mol, Christian Bale, Russell Crowe, Alan Tudyk, Luke Wilson*",USA,1,55000000.0,Western
190,The Punisher,33810189.0,335650,"Ben Foster*, Thomas Jane, Rebecca Romijn, John Travolta","USA, Germany",0,33000000.0,Action
191,Hugo,73864507.0,8743731,"Ben Kingsley, Ray Winstone*, Sacha Baron Cohen, Emily Mortimer*, Christopher Lee*, Richard Griffiths*, Jude Law, Chloe Moretz",USA,1,,Adventure
192,12 Years a Slave,56671993.0,33011149,"Benedict Cumberbatch, Sarah Paulson, Brad Pitt, Michael Fassbender, ""Lupita Nyongo"", Paul Giamatti, Alfre Woodard, Chiwetel Ejiofor, Paul Dano","USA, UK",1,20000000.0,Drama
193,Transformers,319246193.0,47478290,"Bernie Mac*, Rachael Taylor, Anthony Anderson, Jon Voight, Josh Duhamel, John Turturro, Tyrese Gibson, Megan Fox, Shia LaBeouf",USA,0,150000000.0,Action
194,MIB 3,179020854.0,34182267,"Bill Hader*, Will Smith, Josh Brolin, Jemaine Clement, Michael Stuhlbarg, Tommy Lee Jones, Emma Thompson, Alice Eve",USA,1,225000000.0,Comedy
195,Rachel Getting Married,12796841.0,477379,"Bill Irwin, Rosemarie DeWitt, Anne Hathaway, Debra Winger",USA,0,,Drama
196,Lost in Translation,44585453.0,17986199,"Bill Murray, Anna Faris, Giovanni Ribisi, Scarlett Johansson","USA, Japan",0,4000000.0,Comedy
197,The Life Aquatic with Steve Zissou,24020403.0,3020573,"Bill Murray, Willem Dafoe, Cate Blanchett, Owen Wilson",USA,0,50000000.0,Adventure
198,Pirates of the Caribbean: Dead Man's Chest,423315812.0,98668102,"Bill Nighy, Geoffrey Rush*, (Cameo), Naomie Harris, Keira Knightley, Stellan Skarsgard, Tom Hollander, Jonathan Pryce, Jack Davenport, Johnny Depp, Orlando Bloom",USA,1,225000000.0,Adventure
199,Total Recall,58877969.0,9126874,"Bill Nighy, Kate Beckinsale, Jessica Biel, Bryan Cranston, John Cho, Colin Farrell",USA,1,125000000.0,Action
200,Underworld: Rise of the Lycans,45802315.0,3687631,"Bill Nighy, Rhona Mitra, Michael Sheen","USA, New Zealand",1,35000000.0,Action
201,Valkyrie,83077833.0,9552207,"Bill Nighy, Tom Wilkinson, Carice van Houten, Kenneth Branagh, Tom Cruise","USA, Germany",1,75000000.0,Thriller
202,Haywire,18942396.0,3682205,"Bill Paxton, Ewan McGregor, Antonio Banderas, Michael Fassbender, Michael Douglas, Gina Carano, Michael Angarano, Channing Tatum, Mathieu Kassovitz*","USA, Ireland",1,23000000.0,Action
203,2 Guns,75612460.0,6903295,"Bill Paxton, Fred Ward, Denzel Washington, James Marsden, Mark Wahlberg, Edward James Olmos, Paula Patton",USA,0,61000000.0,Action
204,Nightcrawler,32381217.0,4408153,"Bill Paxton, Jake Gyllenhaal, Rene Russo, Riz Ahmed",USA,0,8500000.0,Drama
205,Million Dollar Arm,36457627.0,485618,"Bill Paxton, Suraj Sharma, Alan Arkin, Aasif Mandvi, Lake Bell, Jon Hamm",USA,0,25000000.0,Drama
206,Bad Santa,60060328.0,4751324,"Billy Bob Thornton, Bernie Mac","USA, Germany",0,23000000.0,Comedy
207,Eagle Eye,101440743.0,5531081,"Billy Bob Thornton, Michelle Monaghan, Michael Chiklis, Rosario Dawson, Ethan Embry, Anthony Mackie, Shia LaBeouf","USA, Germany",0,80000000.0,Thriller
208,The Judge,47119388.0,1623014,"Billy Bob Thornton, Vera Farmiga, Balthazar Getty, Robert Duvall, Leighton Meester, Dax Shepard, ""Vincent DOnofrio"", Robert Downey, Jr.",USA,0,50000000.0,Drama
209,Open Water,30610863.0,9853938,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",USA,0,500000.0,Horror
210,The Final Destination,66477700.0,20174471,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",USA,0,40000000.0,Horror
211,U2 3D,10363341.0,1447732,"Bono, Adam Clayton, Larry Mullen Jr., The Edge",USA,0,,IMAX
212,Baggage Claim,21569509.0,773389,"Boris Kodjoe, Djimon Hounsou, Taye Diggs, Derek Luke, Adam Brody, Paula Patton",USA,0,,Comedy
213,Run All Night,26213520.0,3033411,"Boyd Holbrook, Joel Kinnaman, Ed Harris, Genesis Rodriguez, Liam Neeson, ""Vincent DOnofrio""",USA,1,50000000.0,Action
214,Ratatouille,206445654.0,48619933,"Brad Bird*, (Voice)",USA,0,150000000.0,Animation
215,The Incredibles,261441092.0,61929959,"Brad Bird*, Craig T. Nelson, Samuel L. Jackson, (Voice), Holly Hunter",USA,0,92000000.0,Animation
216,Burn After Reading,60355347.0,12712811,"Brad Pitt, Frances McDormand, George Clooney, Tilda Swinton, John Malkovich","USA, UK, France",1,37000000.0,Comedy
217,The Counselor,16973715.0,3027450,"Brad Pitt, Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem","USA, UK",0,25000000.0,Thriller
218,Sinbad: Legend of the Seven Seas,26483452.0,4696088,"Brad Pitt, Michelle Pfeiffer, (Voice), Catherine Zeta-Jones",USA,0,60000000.0,Animation
219,World War Z,202359711.0,22009608,"Brad Pitt, Mireille Enos, David Morse","USA, Malta",0,190000000.0,Action
220,The Jacket,6303762.0,1157069,"Brad Renfro, Kris Kristofferson, Adrien Brody, Kelly Lynch, Daniel Craig, Keira Knightley, Jennifer Jason Leigh","USA, Germany",1,,Horror
221,Herbie: Fully Loaded,66023816.0,11937455,"Breckin Meyer, Matt Dillon, Justin Long, Lindsay Lohan, Michael Keaton",USA,0,50000000.0,Comedy
222,The Mummy: Tomb of the Dragon Emperor,102491776.0,21667251,"Brendan Fraser, Maria Bello, Jet Li","USA, China, Germany, Canada",0,145000000.0,Adventure
223,Looney Tunes: Back in Action,20991364.0,9599084,Brendan Fraser,"USA, Germany",0,80000000.0,Adventure
224,Gangs of New York,77812000.0,16358580,"Brendan Gleeson, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, Liam Neeson, Leonardo DiCaprio, John C. Reilly","USA, Italy",1,100000000.0,Drama
225,Safe House,126373434.0,11371424,"Brendan Gleeson, Denzel Washington, Vera Farmiga, Joel Kinnaman*, Sam Shepard*, Robert Patrick, Ryan Reynolds","USA, South Africa, Japan",0,85000000.0,Action
226,Cold Mountain,95636509.0,16651409,"Brendan Gleeson, Jena Malone*, Giovanni Ribisi*, Ray Winstone*, Cillian Murphy*, Lucas Black*, Donald Sutherland*, Philip Seymour Hoffman*, Nicole Kidman, Jude Law, Natalie Portman*, Renee Zellweger","USA, UK, Romania, Italy",1,79000000.0,Romance
227,Dark Blue,9250301.0,427159,"Brendan Gleeson, Kurt Russell","USA, UK, Germany",0,15000000.0,Action
228,Kingdom of Heaven,47398413.0,14535907,"Brendan Gleeson, Michael Sheen, Jeremy Irons, Edward Norton*, Eva Green, Liam Neeson, Orlando Bloom","USA, UK, Spain, Germany, Morocco",1,130000000.0,Epic
229,Troy,133378256.0,31684507,"Brendan Gleeson, Rose Byrne, Diane Kruger, Brad Pitt, Eric Bana, ""Peter OToole"", Brian Cox, Sean Bean, Garrett Hedlund*, Orlando Bloom","USA, Malta, UK",1,175000000.0,Epic
230,Material Girls,11449638.0,1504262,"Brent Spiner, Lukas Haas, Anjelica Huston, Hilary Duff",USA,0,,Comedy
231,Red 2,53262560.0,4398563,"Brian Cox*, David Thewlis*, Bruce Willis, Helen Mirren, Catherine Zeta-Jones, Mary-Louise Parker, Neal McDonough*, Anthony Hopkins, John Malkovich","USA, France, Canada",1,84000000.0,Action
232,Step Up 2 the Streets,58017783.0,20955124,"Briana Evigan, Robert Hoffman, Adam G. Sevani, Cassie Ventura",USA,0,,Drama
233,"I, Robot",144801023.0,32993462,"Bridget Moynahan, Bruce Greenwood, Will Smith, Chi McBride, Alan Tudyk, James Cromwell, Shia LaBeouf","USA, Germany",0,120000000.0,Thriller
234,John Wick,43037835.0,789723,"Bridget Moynahan, Keanu Reeves, Adrianne Palicki, Alfie Allen, Lance Reddick, Ian McShane, Jason Isaacs, Willem Dafoe, Michael Nyqvist",USA,1,20000000.0,Action
235,Battle: Los Angeles,83552429.0,7792937,"Bridget Moynahan, Ne-Yo, Michael Pena, Michelle Rodriguez, Joey King*, Ramon Rodriguez, Aaron Eckhart",USA,0,70000000.0,Action
236,Lord of War,24149632.0,4346499,"Bridget Moynahan, Nicolas Cage, Ethan Hawke","USA, Germany, France",0,50000000.0,Crime
237,Just Married,56127162.0,5809664,"Brittany Murphy, Ashton Kutcher","USA, Germany",0,18000000.0,Comedy
238,Pitch Perfect,65001093.0,10164709,"Brittany Snow, Anna Kendrick, Elizabeth Banks, Anna Camp, Adam DeVine, Rebel Wilson, Christopher Mintz-Plasse*",USA,0,17000000.0,Comedy
239,Runaway Jury,49443628.0,2775361,"Bruce Davison, Cliff Curtis, Rachel Weisz, Jeremy Piven, Bruce McGill, John Cusack, Dustin Hoffman, Gene Hackman",USA,1,60000000.0,Thriller
240,Deja Vu,64038616.0,10049687,"Bruce Greenwood, Denzel Washington, Paula Patton, Val Kilmer, James Caviezel, Adam Goldberg, Elden Henson","USA, UK",0,75000000.0,Thriller
241,The Place Beyond the Pines,21403519.0,5266240,"Bruce Greenwood, Eva Mendes, Ryan Gosling, Dane DeHaan, Rose Byrne, Bradley Cooper, Ray Liotta",USA,0,15000000.0,Drama
242,Eight Below,81612565.0,2102130,"Bruce Greenwood, Jason Biggs, Paul Walker",USA,0,40000000.0,Adventure
243,Endless Love,23438250.0,2864318,"Bruce Greenwood, Joely Richardson, Alex Pettyfer, Gabriella Wilde, Rhys Wakefield, Robert Patrick",USA,1,20000000.0,Romance
244,The Cold Light of Day,3763583.0,1892814,"Bruce Willis, Henry Cavill, Sigourney Weaver","USA, Spain",1,,Action
245,The Village,114197520.0,18743397,"Bryce Dallas Howard, Brendan Gleeson, Joaquin Phoenix, Adrien Brody, Jesse Eisenberg, Sigourney Weaver, M. Night Shyamalan*",USA,0,60000000.0,Horror
246,50/50,35014192.0,2357318,"Bryce Dallas Howard, Joseph Gordon-Levitt, Anna Kendrick, Anjelica Huston, Seth Rogen",USA,0,8000000.0,Comedy
247,Hereafter,32746941.0,2244176,"Bryce Dallas Howard, Matt Damon, Cecile de France, Jay Mohr, Richard Kind",USA,0,50000000.0,Drama
248,Lady in the Water,42285169.0,2105760,"Bryce Dallas Howard, Paul Giamatti, Jeffrey Wright, Freddy Rodriguez, Jared Harris*, M. Night Shyamalan",USA,0,70000000.0,Drama
249,The Help,169708112.0,6845373,"Bryce Dallas Howard, Viola Davis, Emma Stone, David Oyelowo*, Octavia Spencer, Allison Janney, Mary Steenburgen, Mike Vogel, Sissy Spacek, Jessica Chastain","USA, India, United Arab Emirates",0,25000000.0,Drama
250,Spider-Man 3,336530303.0,67049819,"Bryce Dallas Howard, Willem Dafoe*, James Franco, (Cameo), Topher Grace, Kirsten Dunst, Thomas Haden Church, Tobey Maguire, Elizabeth Banks*",USA,0,258000000.0,Action
251,Cache,3647381.0,2667906,"Carla Jo Bailey, Ylfa Edelstein, Noelle Grant, Ave Maria Green",USA,0,,Drama
252,Surveillance,27349.0,347592,"Caroline Aaron, Hugh Dillon, David Gane, Gill Gayle","USA, Germany, Canada",0,,Thriller
253,Disturbia,80209692.0,3574828,"Carrie-Anne Moss, Viola Davis, David Morse, Sarah Roemer, Shia LaBeouf",USA,0,20000000.0,Drama
254,Love in the Time of Cholera,4607608.0,731049,"Catalina Sandino Moreno, Giovanna Mezzogiorno, Benjamin Bratt, John Leguizamo, Javier Bardem",USA,0,,Drama
255,Coffee and Cigarettes,2198924.0,621513,"Cate Blanchett, Bill Murray, Roberto Benigni, Steve Coogan, Alfred Molina","USA, Japan, Italy",1,,Comedy
256,Robin Hood,105269730.0,23179445,"Cate Blanchett, Danny Huston, William Hurt, Max von Sydow, Russell Crowe, Matthew MacFadyen, Mark Addy, Mark Strong","USA, UK",1,200000000.0,Adventure
257,The Good German,1308696.0,633799,"Cate Blanchett, Tobey Maguire, George Clooney, Beau Bridges",USA,0,,Drama
258,The Missing,27011180.0,2819271,"Cate Blanchett, Val Kilmer*, Elisabeth Moss*, Evan Rachel Wood, Tommy Lee Jones, Aaron Eckhart",USA,0,,Western
259,What to Expect When You're Expecting,41152203.0,6611677,"Chace Crawford, Cameron Diaz, Anna Kendrick, Jennifer Lopez, Elizabeth Banks, Brooklyn Decker, Rodrigo Santoro, Chris Rock, Rebel Wilson*, Dennis Quaid",USA,0,40000000.0,Comedy
260,A Cinderella Story,51438175.0,6978479,"Chad Michael Murray, Jennifer Coolidge, Hilary Duff","USA, Canada",0,19000000.0,Comedy
261,Fighting,23091010.0,3341473,"Channing Tatum, Terrence Howard",USA,0,,Action
262,Pacific Rim,101802906.0,12785909,"Charlie Day, Rinko Kikuchi, Idris Elba, Ron Perlman, Charlie Hunnam",USA,1,190000000.0,Action
263,Prometheus,126477084.0,39899425,"Charlize Theron, Michael Fassbender, Noomi Rapace, Idris Elba, Patrick Wilson*, Guy Pearce","USA, UK",1,130000000.0,Action
264,Fun Size,9409538.0,863400,"Chelsea Handler, Johnny Knoxville, Jane Levy, Victoria Justice, Thomas Mann",USA,0,14000000.0,Comedy
265,Super Size Me,11536423.0,1995967,"Chemeeka Walker, Dania Abu-Rmaileh, Amanda Kearsan, Christian Baucher",USA,0,65000.0,Documentary
266,The Equalizer,101530738.0,11052578,"Chloe Moretz, Bill Pullman, Marton Csokas, Denzel Washington, Melissa Leo",USA,0,55000000.0,Thriller
267,If I Stay,50474843.0,2582529,"Chloe Moretz, Mireille Enos, Stacy Keach",USA,0,11000000.0,Drama
268,Big Momma's House 2,70165972.0,16107165,"Chloe Moretz, Nia Long, Martin Lawrence, Kat Dennings, Zachary Levi",USA,0,40000000.0,Action
269,The Eye,31418697.0,3648328,"Chloe Moretz, Parker Posey, Jessica Alba, Rade Serbedzija, Alessandro Nivola","USA, Canada",0,,Horror
270,The Amityville Horror,65233369.0,9597259,"Chloe Moretz, Ryan Reynolds",USA,0,19000000.0,Horror
271,Diary of a Wimpy Kid,64003625.0,4283601,"Chloe Moretz, Zachary Gordon, Devon Bostick, Steve Zahn, Rachael Harris",USA,0,15000000.0,Comedy
272,Melinda and Melinda,3826280.0,1393699,"Chloe Sevigny, Will Ferrell, Wallace Shawn, Josh Brolin, Amanda Peet, Steve Carell*, Radha Mitchell, Chiwetel Ejiofor",USA,1,,Comedy
273,Capote,28750530.0,2829014,"Chris Cooper, Catherine Keener, Amy Ryan, Clifton Collins, Jr., Philip Seymour Hoffman","USA, Canada",0,7000000.0,Drama
274,The Kingdom,47536778.0,5830790,"Chris Cooper, Jason Bateman, Jennifer Garner, Jamie Foxx, Minka Kelly*","USA, Germany",0,70000000.0,Thriller
275,Snow White and the Huntsman,155332381.0,25247867,"Chris Hemsworth, Charlize Theron, Ray Winstone, Sam Claflin, Sam Spruell, Bob Hoskins, Ian McShane, Toby Jones, Eddie Marsan, Nick Frost, Kristen Stewart",USA,1,170000000.0,Adventure
276,American Reunion,57011521.0,25867816,"Chris Klein, Eugene Levy, Shannon Elizabeth*, Eddie Kay Thomas, Jennifer Coolidge*, Mena Suvari, Tara Reid, Seann William Scott, Jason Biggs, Alyson Hannigan, John Cho*, Thomas Ian Nicholas, Natasha Lyonne*",USA,0,50000000.0,Comedy
277,American Dreamz,7191830.0,3942279,"Chris Klein, Jennifer Coolidge, Marcia Gay Harden, Hugh Grant, Mandy Moore, Willem Dafoe, Dennis Quaid",USA,1,17000000.0,Comedy
278,Devil,33601190.0,4477471,"Chris Messina, Geoffrey Arend",USA,0,,Horror
279,Argo,136025503.0,12166424,"Chris Messina*, Kyle Chandler*, Ben Affleck, Alan Arkin, John Goodman, Bryan Cranston",USA,0,44500000.0,Drama
280,Just My Luck,17326650.0,3845126,"Chris Pine, Lindsay Lohan",USA,0,,Comedy
281,Rush Hour 3,140125968.0,21214305,"Chris Tucker, Jackie Chan","USA, Germany",0,140000000.0,Action
282,Silver Linings Playbook,132092958.0,8051650,"Chris Tucker, Julia Stiles, Bradley Cooper, Robert DeNiro, Jennifer Lawrence",USA,0,21000000.0,Comedy
283,Surviving Christmas,11663156.0,408992,"Christina Applegate, Ben Affleck, James Gandolfini",USA,0,,Comedy
284,Monster,34469210.0,4554719,"Christina Ricci, Charlize Theron","USA, Germany",0,8000000.0,Drama
285,Speed Racer,43945766.0,3240114,"Christina Ricci, Emile Hirsch, Matthew Fox, John Goodman, Susan Sarandon","USA, Australia, Germany",0,120000000.0,Action
286,Cursed,19297522.0,834672,"Christina Ricci, Jesse Eisenberg","USA, Germany",0,38000000.0,Horror
287,Anything Else,3212310.0,263272,"Christina Ricci, Woody Allen, Danny DeVito","USA, France, UK",0,18000000.0,Comedy
288,The Green Hornet,98780042.0,8737550,"Christoph Waltz, Cameron Diaz, (Cameo), James Franco*, Edward Furlong*, Analeigh Tipton*, Tom Wilkinson, Jay Chou, Seth Rogen, Jamie Harris, Edward James Olmos",USA,1,120000000.0,Action
289,Inglourious Basterds,120540719.0,16439434,"Christoph Waltz, Diane Kruger, Brad Pitt, Michael Fassbender, Melanie Laurent, Til Schweiger, Mike Myers","USA, Germany",0,70000000.0,War
290,Charlie and the Chocolate Factory,206459076.0,65842139,"Christopher Lee*, Johnny Depp, AnnaSophia Robb*, Freddie Highmore, Helena Bonham Carter","USA, UK, Australia",1,150000000.0,Adventure
291,About Last Night,48637684.0,631550,"Christopher McDonald, Michael Ealy, Regina Hall, Joy Bryant, Kevin Hart, Paula Patton",USA,0,12500000.0,Comedy
292,Nights in Rodanthe,41850659.0,740766,"Christopher Meloni, Diane Lane, Richard Gere, Viola Davis","USA, Australia",0,,Romance
293,Superbad,121463226.0,13176927,"Christopher Mintz-Plasse, Clark Duke*, Emma Stone, Jonah Hill, Bill Hader, Michael Cera, Seth Rogen",USA,0,20000000.0,Comedy
294,Fright Night,18302607.0,2932512,"Christopher Mintz-Plasse, Imogen Poots, David Tennant, Toni Collette, Anton Yelchin, Colin Farrell",USA,1,30000000.0,Horror
295,Kick-Ass 2,28795985.0,8527780,"Christopher Mintz-Plasse, John Leguizamo, Jim Carrey, Morris Chestnut, Clark Duke, Aaron Johnson, Chloe Moretz","USA, UK, Japan",0,28000000.0,Action
296,The Stepford Wives,59484742.0,7784785,"Christopher Walken, Matthew Broderick, Nicole Kidman, Glenn Close, Bette Midler",USA,0,90000000.0,Comedy
297,Jersey Boys,47047013.0,2693097,Christopher Walken,USA,0,40000000.0,Drama
298,Terminator 3: Rise of the Machines,150371112.0,31289575,"Claire Danes, Kristanna Loken, Nick Stahl, Arnold Schwarzenegger","USA, Germany, UK",0,200000000.0,Action
299,Season of the Witch,24827228.0,442904,"Claire Foy, Nicolas Cage, Stephen Graham, Christopher Lee, Ron Perlman",USA,1,40000000.0,Action
300,127 Hours,18335230.0,12513887,"Clemence Posey, James Franco, Treat Williams, Amber Tamblyn, Lizzy Caplan, Kate Mara","USA, UK",0,18000000.0,Drama
