,Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Budget,Genres
667,The Fast and the Furious,144533925.0,9235142,"Jordana Brewster, Michelle Rodriguez, Vin Diesel, Paul Walker","USA, Germany",0,38000000.0,Action
668,The Texas Chainsaw Massacre: The Beginning,39517763.0,2839155,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",USA,0,16000000.0,Horror
669,Mysterious Skin,713240.0,376832,"Joseph Gordon-Levitt, Michelle Trachtenberg, Elizabeth Shue","USA, Netherlands",0,,Drama
670,30 Days of Night,39568996.0,8815968,"Josh Hartnett, Ben Foster, Danny Huston, Melissa George","USA, New Zealand",0,30000000.0,Horror
671,Hollywood Homicide,30940691.0,1436217,"Josh Hartnett, Bruce Greenwood, Harrison Ford, Lena Olin, Keith David, Anthony Mackie*",USA,0,75000000.0,Action
672,Sin City,74103820.0,12899526,"Josh Hartnett, Clive Owen, Mickey Rourke, Michael Clarke Duncan, Brittany Murphy, Bruce Willis, Jessica Alba, Elijah Wood, Rutger Hauer",USA,1,40000000.0,Crime
673,Wicker Park,13001257.0,1282125,"Josh Hartnett, Rose Byrne, Matthew Lillard",USA,0,,Thriller
674,Mission: Impossible - Ghost Protocol,209397903.0,28916714,"Josh Holloway, Vladimir Mashkov, Tom Cruise, Simon Pegg, Lea Seydoux, Tom Wilkinson*, Anil Kapoor, Jeremy Renner, Michael Nyqvist, Paula Patton","USA, United Arab Emirates, Czech Republic",1,145000000.0,Action
675,Firehouse Dog,13932383.0,636968,Josh Hutcherson,"USA, Canada",0,,Comedy
676,American Splendor,6010990.0,701463,"Josh Hutcherson*, Hope Davis, Paul Giamatti",USA,0,,Comedy
677,The Polar Express,162775358.0,23548686,"Josh Hutcherson*, Tom Hanks, (Voice)",USA,0,165000000.0,Animation
678,Stealth,32116746.0,2219485,"Josh Lucas, Jessica Biel, Jamie Foxx",USA,0,135000000.0,Action
679,Lay the Favorite,20998.0,349806,"Joshua Jackson, Rebecca Hall, Bruce Willis, Vince Vaughn, Catherine Zeta-Jones","USA, UK, France",1,,Comedy
680,Valentine's Day,110485654.0,15460467,"Julia Roberts, Taylor Lautner, Topher Grace, Kathy Bates, Jessica Biel, Queen Latifah, Ashton Kutcher, Jennifer Garner, Jamie Foxx, Shirley MacLaine, Jessica Alba, Emma Roberts, Anne Hathaway, Bradley Cooper",USA,0,52000000.0,Comedy
681,The Prince and Me,28176497.0,2622786,Julia Stiles,"USA, Czech Republic",0,22000000.0,Comedy
682,Premonition,47852604.0,8115366,"Julian McMahon, Amber Valletta, Nia Long, Sandra Bullock",USA,0,20000000.0,Thriller
683,Fantastic Four,154696080.0,22594480,"Julian McMahon, Jessica Alba, Michael Chiklis, Chris Evans, Ioan Gruffudd","USA, Germany",1,100000000.0,Action
684,Fantastic Four: Rise of the Silver Surfer,131921738.0,24658755,"Julian McMahon, Kerry Washington, Laurence Fishburne*, (Voice), Chris Evans, Michael Chiklis, Jessica Alba, Andre Braugher, Ioan Gruffudd",USA,1,130000000.0,Action
685,Still Alice,18562800.0,3482413,"Julianne Moore, Alec Baldwin, Kate Bosworth, Kristen Stewart","USA, France",0,5000000.0,Drama
686,Don Jon,24477704.0,1296985,"Julianne Moore, Joseph Gordon-Levitt, Tony Danza, Brie Larson, Scarlett Johansson",USA,0,3000000.0,Comedy
687,The Forgotten,67133509.0,3929404,Julianne Moore,USA,0,42000000.0,Thriller
688,The Princess Diaries 2: Royal Engagement,95170481.0,7149325,"Julie Andrews, Chris Pine, Anne Hathaway, Abigail Breslin",USA,1,40000000.0,Comedy
689,Rambo,42754105.0,6227445,"Julie Benz, Sylvester Stallone","USA, Germany",0,50000000.0,Action
690,Before Midnight,8114627.0,1241899,"Julie Delpy, Ethan Hawke","USA, Greece",0,,Drama
691,Before Sunset,5820649.0,1708271,"Julie Delpy, Ethan Hawke",USA,0,2700000.0,Romance
692,Harry Potter and the Deathly Hallows Part 2,381011219.0,117228296,"Julie Walters*, Helena Bonham Carter, Ciaran Hinds*, Timothy Spall*, Robbie Coltrane*, Tom Felton*, Maggie Smith*, Bonnie Wright*, Emma Thompson*, Jason Isaacs*, Daniel Radcliffe, Kelly Macdonald*, Warwick Davis*, Miranda Richardson*, Rupert Grint, Jim Broadbent*, David Thewlis*, Emma Watson, Ralph Fiennes, Gary Oldman*, Michael Gambon*, Alan Rickman, John Hurt*","USA, UK",1,,Fantasy
693,Trust the Man,1530535.0,1116247,"Justin Bartha, Billy Crudup, Garry Shandling*, James LeGros*, David Duchovny, Ellen Barkin*, Julianne Moore, Eva Mendes*, Maggie Gyllenhaal",USA,0,,Comedy
694,The Hangover Part II,254464305.0,53496869,"Justin Bartha, Jeffrey Tambor, Mike Tyson, Ken Jeong, Jamie Chung, Zach Galifianakis, Ed Helms, Bradley Cooper, Paul Giamatti",USA,0,80000000.0,Comedy
695,The Hangover Part III,112200072.0,29519798,"Justin Bartha, Ken Jeong, Melissa McCarthy, John Goodman, Heather Graham, Zach Galifianakis, Ed Helms, Bradley Cooper",USA,0,103000000.0,Comedy
696,Justin Bieber: Never Say Never,73013910.0,3741695,Justin Bieber,USA,0,13000000.0,Documentary
697,Accepted,36323505.0,1373829,"Justin Long, Jonah Hill, Blake Lively, Kellan Lutz",USA,0,23000000.0,Comedy
698,Jeepers Creepers 2,35667218.0,5749567,"Justin Long*, (Cameo)",USA,0,17000000.0,Horror
699,Walk Hard: The Dewey Cox Story,18317151.0,1049675,"Justin Long*, Kristen Wiig, John C. Reilly, (Cameo), Jenna Fischer, Jonah Hill*, Ed Helms*",USA,0,35000000.0,Comedy
700,Runner Runner,19316646.0,4393445,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie",USA,1,30000000.0,Thriller
701,Bad Teacher,100292856.0,12575607,"Justin Timberlake, Jason Segel, Cameron Diaz",USA,0,20000000.0,Comedy
702,The Love Guru,32235793.0,2539175,"Justin Timberlake, Jessica Alba, Mike Myers, Ben Kingsley","USA, UK, Germany",1,62000000.0,Comedy
703,Inside Llewyn Davis,13235319.0,4104571,"Justin Timberlake, Oscar Isaac, Carey Mulligan, Garrett Hedlund, John Goodman","USA, UK, France",1,,Comedy
704,Epic Movie,39739367.0,10120019,"Kal Penn, Jennifer Coolidge",USA,0,,Comedy
705,Son of the Mask,17018422.0,6146012,"Kal Penn*, Alan Cumming, Jamie Kennedy","USA, Germany",1,84000000.0,Comedy
706,Hop,108085305.0,12235046,"Kaley Cuoco, Hugh Laurie, Chelsea Handler, (Voice), Elizabeth Perkins, Russell Brand, James Marsden",USA,1,63000000.0,Comedy
707,Jason X,13121555.0,646927,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg",USA,0,11000000.0,Horror
708,Priest,29136626.0,1491137,"Karl Urban, Cam Gigandet, Lily Collins, Maggie Q, Christopher Plummer, Paul Bettany, Stephen Moyer",USA,1,60000000.0,Action
709,Star Trek Into Darkness,228778661.0,39356029,"Karl Urban, Chris Pine, Bruce Greenwood, Alice Eve, Simon Pegg, Peter Weller, Zachary Quinto, Anton Yelchin, Benedict Cumberbatch, John Cho, Zoe Saldana",USA,1,190000000.0,Adventure
710,The Chronicles of Riddick,57761012.0,5622927,"Karl Urban, Colm Feore, Linus Roache, Judi Dench, Alexa Davalos, Vin Diesel, Thandie Newton",USA,1,105000000.0,Fantasy
711,The Lord of the Rings: The Return of the King,377027325.0,106643712,"Karl Urban, Elijah Wood, Ian McKellen, Sean Bean*, Cate Blanchett, Liv Tyler, Sean Astin, Orlando Bloom, Viggo Mortensen, Ian Holm","USA, New Zealand",1,94000000.0,Fantasy
712,Red,90380162.0,10969022,"Karl Urban, Julian McMahon, Ernest Borgnine, Brian Cox, Bruce Willis, Helen Mirren, Richard Dreyfuss, Morgan Freeman, Mary-Louise Parker, John Malkovich",USA,1,58000000.0,Action
713,Riddick,42025135.0,4476967,"Karl Urban, Katee Sackhoff, Vin Diesel","USA, UK",0,38000000.0,Fantasy
714,The Bourne Supremacy,176241941.0,21582129,"Karl Urban, Matt Damon, Franka Potente, (Cameo), Joan Allen, Brian Cox, Michelle Monaghan*, Chris Cooper*, Julia Stiles","USA, Germany",1,75000000.0,Action
715,Charlie Bartlett,3951699.0,388748,"Kat Dennings, Hope Davis, Robert Downey, Jr., Anton Yelchin",USA,0,12000000.0,Comedy
716,21,81159365.0,10886989,"Kate Bosworth, Laurence Fishburne, Jim Sturgess, Kevin Spacey, Josh Gad",USA,1,35000000.0,Drama
717,My Best Friend's Girl,19219250.0,3158855,"Kate Hudson, Alec Baldwin, Jason Biggs, Dane Cook",USA,0,20000000.0,Comedy
718,The Killer Inside Me,217277.0,437124,"Kate Hudson, Jessica Alba, Casey Affleck","USA, Sweden, UK, Canada",0,13000000.0,Drama
719,"You, Me and Dupree",75628110.0,15250701,"Kate Hudson, Owen Wilson, Matt Dillon, Michael Douglas, Seth Rogen",USA,0,54000000.0,Comedy
720,The Skeleton Key,47907715.0,4667996,"Kate Hudson, Peter Sarsgaard, Gena Rowlands","USA, Germany",0,43000000.0,Horror
721,Finding Neverland,51680613.0,6630045,"Kate Winslet, Julie Christie, Freddie Highmore, Dustin Hoffman, Radha Mitchell, Johnny Depp","USA, UK",1,25000000.0,Drama
722,Oculus,27695246.0,1909880,"Katee Sackhoff, Rory Cochrane, Karen Gillan, Brenton Thwaites",USA,1,5000000.0,Horror
723,A Little Bit of Heaven,15375.0,1281562,"Kathy Bates, Kate Hudson, Peter Dinklage, Gael Garcia Bernal, Rosemarie DeWitt, Lucy Punch, Whoopi Goldberg",USA,1,,Romance
724,Paranormal Activity 4,53900335.0,9578112,"Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp",USA,0,5000000.0,Horror
725,Paranormal Activity,107918810.0,16027045,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",USA,0,15000.0,Horror
726,First Daughter,9055921.0,343566,"Katie Holmes, Forest Whitaker, Michael Keaton",USA,0,,Comedy
727,Don't Be Afraid of the Dark,24046682.0,2066447,"Katie Holmes, Guy Pearce","USA, Australia, Mexico",0,25000000.0,Horror
728,Katy Perry: Part of Me,25326071.0,1802018,"Katy Perry, Adam Marcello, Casey Hooper, Patrick Matera",USA,0,12000000.0,Documentary
729,47 Ronin,38362475.0,5282209,Keanu Reeves,USA,0,175000000.0,Action
730,Jack Ryan: Shadow Recruit,50577412.0,5579249,"Keira Knightley, Chris Pine, Kevin Costner, Kenneth Branagh","USA, Russia",1,60000000.0,Action
731,The Nativity Story,37629831.0,672040,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",USA,0,35000000.0,Drama
732,Prom Night,43869350.0,2622305,"Kellan Lutz, Idris Elba","USA, Canada",1,20000000.0,Horror
733,The Legend of Hercules,18848538.0,586983,Kellan Lutz,USA,0,70000000.0,Action
734,Death Sentence,9534258.0,1169442,"Kelly Preston, John Goodman, Kevin Bacon, Garrett Hedlund, Aisha Tyler",USA,0,,Action
735,The Last Song,62950384.0,2797888,"Kelly Preston, Liam Hemsworth, Greg Kinnear, Miley Cyrus",USA,0,20000000.0,Drama
736,I Don't Know How She Does It,9662284.0,2196230,"Kelsey Grammer, Greg Kinnear, Sarah Jessica Parker, Pierce Brosnan, Christina Hendricks, Seth Meyers",USA,0,24000000.0,Comedy
737,Batman Begins,205343774.0,30042288,"Ken Watanabe, Gary Oldman, Rutger Hauer*, Katie Holmes, Christian Bale, Cillian Murphy, Morgan Freeman, Linus Roache*, Michael Caine, Liam Neeson, Tom Wilkinson*","USA, UK",1,150000000.0,Action
738,The Last Samurai,111127263.0,21993151,"Ken Watanabe, Tom Cruise","USA, New Zealand, Japan",0,140000000.0,War
739,Memoirs of a Geisha,57490508.0,12663017,"Ken Watanabe, Zhang Ziyi, Gong Li, Michelle Yeoh",USA,0,85000000.0,Drama
740,Dark Skies,17418667.0,3262258,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",USA,0,3500000.0,Thriller
741,Waitress,19074800.0,854459,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",USA,0,,Comedy
742,The Guardian,55011732.0,4098891,"Kevin Costner, Ashton Kutcher",USA,0,,Action
743,Real Steel,85468508.0,7393432,"Kevin Durand, Hugh Jackman, Evangeline Lilly, Anthony Mackie, Dakota Goyo","USA, India",0,,Action
744,Ride Along,134938200.0,6931768,"Kevin Hart, Ice Cube, John Leguizamo",USA,0,25000000.0,Comedy
745,The Wedding Ringer,64460211.0,3189135,"Kevin Hart, Josh Gad, Olivia Thirlby, Kaley Cuoco",USA,0,23000000.0,Comedy
746,Superhero Movie,25881068.0,5395572,"Kevin Hart, Tracy Morgan",USA,0,,Comedy
747,Along Came Polly,88097164.0,15030232,"Kevin Hart*, Ben Stiller, Alec Baldwin, Jennifer Aniston, Philip Seymour Hoffman",USA,0,42000000.0,Comedy
748,Hitch,179495555.0,33371422,"Kevin James, Eva Mendes, Paula Patton*, Will Smith",USA,0,70000000.0,Comedy
749,Paul Blart: Mall Cop,146336178.0,7683567,Kevin James,USA,0,26000000.0,Comedy
750,50 First Dates,120908074.0,13994770,"Kevin James*, Adam Sandler, Drew Barrymore, Rob Schneider",USA,0,75000000.0,Comedy
751,God's Not Dead,60755732.0,313027,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain",USA,0,2000000.0,Drama
752,Beyond the Sea,6318709.0,898527,"Kevin Spacey, Kate Bosworth","USA, Germany, UK",0,,Drama
753,The Kite Runner,15800078.0,6927726,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada","USA, China",0,,Drama
754,Grudge Match,29807260.0,746713,"Kim Basinger, Alan Arkin, Jon Bernthal, Kevin Hart, Anthony Anderson, Sylvester Stallone, Robert DeNiro",USA,0,40000000.0,Comedy
755,Pulse,20264436.0,731708,Kristen Bell,USA,0,20500000.0,Horror
756,The Secret Life of Walter Mitty,58236838.0,10940932,"Kristen Wiig, Adam Scott, Ben Stiller, Shirley MacLaine, Sean Penn, Kathryn Hahn","USA, Canada",0,90000000.0,Comedy
757,Paul,37412945.0,23329759,"Kristen Wiig, Blythe Danner, Jeffrey Tambor, Simon Pegg, (Voice), Sigourney Weaver, Jane Lynch, Bill Hader, Jason Bateman, Nick Frost, Seth Rogen","USA, UK",1,40000000.0,Comedy
758,Anchorman 2: The Legend Continues,125168368.0,23475178,"Kristen Wiig, Christina Applegate, Will Ferrell, Harrison Ford, Steve Carell, James Marsden, Paul Rudd, David Koechner, Meagan Good",USA,0,50000000.0,Comedy
759,The Walker,79698.0,432536,"Kristin Scott Thomas, Woody Harrelson, Ned Beatty, Mary Beth Hurt, Lily Tomlin, Lauren Bacall, Willem Dafoe","USA, UK",1,,Drama
760,Dreamer: Inspired by a True Story,32751093.0,1198556,"Kurt Russell, Dakota Fanning",USA,0,32000000.0,Family
761,Sky High,63946815.0,3772360,"Kurt Russell, Dustin Ingram*, Mary Elizabeth Winstead",USA,0,35000000.0,Adventure
762,The Woodsman,1576231.0,562540,"Kyra Sedgwick, Benjamin Bratt, Kevin Bacon, Mos Def",USA,0,,Drama
763,Cars,244082982.0,30858370,"Larry the Cable Guy, Bonnie Hunt, (Voice), Paul Newman, Owen Wilson, Michael Keaton*",USA,0,120000000.0,Animation
764,Wild,37862911.0,1575402,"Laura Dern, Reese Witherspoon, Michiel Huisman",USA,0,,Drama
765,Breach,33231264.0,743797,"Laura Linney, Chris Cooper, Ryan Phillippe",USA,0,,Drama
766,The Squid and the Whale,7372734.0,1229887,"Laura Linney, Jeff Daniels, Anna Paquin, Jesse Eisenberg",USA,0,1500000.0,Comedy
767,The Nanny Diaries,25930652.0,434917,"Laura Linney, Paul Giamatti, Chris Evans, Scarlett Johansson",USA,0,,Comedy
768,The Exorcism of Emily Rose,75072454.0,6536421,"Laura Linney, Tom Wilkinson, Jennifer Carpenter",USA,1,19000000.0,Horror
769,The Savages,6623082.0,586027,"Laura Linney, Zoe Kazan*, Philip Bosco, Philip Seymour Hoffman",USA,0,,Comedy
770,Kinsey,10254979.0,710145,"Laura Linney, ""Chris ODonnell"", Liam Neeson, Peter Sarsgaard, John Krasinski*","USA, Germany",1,11000000.0,Drama
771,Hostel Part II,17609452.0,3532341,"Lauren German, Roger Bart, Heather Matarazzo, Bijou Phillips",USA,0,10200000.0,Horror
772,Predators,52000688.0,9198102,"Laurence Fishburne, Alice Braga, Adrien Brody, Topher Grace, Danny Trejo",USA,0,40000000.0,Horror
773,The Matrix Reloaded,281576461.0,53880216,"Laurence Fishburne, Keanu Reeves, Carrie-Anne Moss, Monica Bellucci, Jada Pinkett-Smith","USA, Australia",0,150000000.0,Action
774,Mystic River,90135191.0,4284056,"Laurence Fishburne, Tim Robbins, Kevin Bacon, Laura Linney, Sean Penn, Emmy Rossum*","USA, Australia",0,25000000.0,Drama
775,The Hobbit: The Desolation of Smaug,258366855.0,70275514,"Lee Pace, Benedict Cumberbatch, Ian McKellen, (Voice), Martin Freeman, Cate Blanchett*, Richard Armitage, Evangeline Lilly, Orlando Bloom, Luke Evans","USA, New Zealand",1,,Fantasy
776,The Roommate,37300107.0,516954,"Leighton Meester, Minka Kelly, Alyson Michalka, Billy Zane, Cam Gigandet",USA,0,16000000.0,Thriller
777,300: Rise of An Empire,106580051.0,12925711,"Lena Headey, Rodrigo Santoro, David Wenham, Eva Green, ""Jack OConnell"", Sullivan Stapleton",USA,1,110000000.0,Action
778,Darkness,22163442.0,460149,"Lena Olin, Anna Paquin","USA, Spain",0,10600000.0,Horror
779,The Hunger Games,408010692.0,37332095,"Lenny Kravitz, Woody Harrelson, Toby Jones, Elizabeth Banks, Josh Hutcherson, Jennifer Lawrence, Wes Bentley, Liam Hemsworth, Stanley Tucci",USA,0,78000000.0,Action
780,The Bling Ring,5845732.0,937497,"Leslie Mann, Emma Watson","USA, UK, France, Germany, Japan",1,,Crime
781,A Walk Among the Tombstones,26307600.0,5983096,"Liam Neeson, Dan Stevens, Boyd Holbrook",USA,1,28000000.0,Drama
782,Star Wars: Episode I - The Phantom Menace,43456382.0,8239408,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",USA,1,,Fantasy
783,The Grey,51580236.0,5060542,"Liam Neeson, James Badge Dale, Frank Grillo, Dermot Mulroney",USA,1,25000000.0,Action
784,The Omen,54607383.0,8050083,"Liev Schreiber, Julia Stiles","USA, UK",0,25000000.0,Horror
785,Fading Gigolo,3769873.0,922878,"Liev Schreiber, Sharon Stone, Woody Allen, Sofia Vergara, John Turturro",USA,0,,Comedy
786,The Blind Side,255959475.0,9127125,"Lily Collins, Sandra Bullock, Kathy Bates",USA,0,29000000.0,Drama
787,Confessions of a Teenage Drama Queen,29331068.0,792333,"Lindsay Lohan, Megan Fox*","USA, Germany",0,,Comedy
788,Freaky Friday,110230332.0,11982475,Lindsay Lohan,USA,0,20000000.0,Comedy
789,Easy A,58401464.0,1241489,"Lisa Kudrow, Cam Gigandet, Patricia Clarkson, Penn Badgley, Emma Stone, Thomas Haden Church, Alyson Michalka, Malcolm McDowell, Amanda Bynes, Stanley Tucci",USA,1,8000000.0,Comedy
790,Wonderland,1060512.0,302963,"Lisa Kudrow, Josh Lucas, Carrie Fisher*, Christina Applegate*, Val Kilmer, Kate Bosworth","USA, Canada",0,,Drama
791,Bandslam,5210988.0,2543431,"Lisa Kudrow, Vanessa Hudgens, Alyson Michalka, David Bowie",USA,1,,Comedy
792,Cloverfield,80048433.0,18663002,"Lizzy Caplan, Jessica Lucas, Mike Vogel",USA,0,25000000.0,Action
793,The Butterfly Effect,57938693.0,3868369,"Logan Lerman*, Ashton Kutcher, Amy Smart","USA, Canada",0,13000000.0,Thriller
794,Evil Dead,54239856.0,5252030,"Lou Taylor Pucci, Jane Levy, Shiloh Fernandez, Elizabeth Blackmore, Jessica Lucas",USA,0,17000000.0,Horror
795,American Hustle,150117807.0,22518549,"Louis C.K., Michael Pena, Christian Bale, Jennifer Lawrence, Jeremy Renner, Amy Adams, Bradley Cooper",USA,1,40000000.0,Drama
796,The Fast and the Furious: Tokyo Drift,62514415.0,10567267,"Lucas Black, Bow Wow","USA, Germany",0,,Action
797,Kill Bill Vol. 1,70099045.0,20966844,"Lucy Liu, Daryl Hannah, Vivica A. Fox, Uma Thurman",USA,0,30000000.0,Action
798,The Last Stand,12050299.0,1493147,"Luis Guzman, Arnold Schwarzenegger, Forest Whitaker, Peter Stormare, Johnny Knoxville, Genesis Rodriguez, Jaimie Alexander",USA,0,45000000.0,Action
799,School for Scoundrels,17807569.0,1411719,"Luis Guzman, Billy Bob Thornton, Dan Fogler, Michael Clarke Duncan, Aziz Ansari*, Jon Heder, Ben Stiller, Jacinda Barrett",USA,0,35000000.0,Comedy
800,Confidence,12251640.0,1844828,"Luis Guzman, Donal Logue, Rachel Weisz, Morris Chestnut, Dustin Hoffman, Edward Burns, Paul Giamatti","USA, Canada, Germany",1,15000000.0,Thriller
801,Arthur,33035397.0,5414235,"Luis Guzman, Greta Gerwig, Jennifer Garner, Helen Mirren, Russell Brand, Nick Nolte",USA,1,40000000.0,Comedy
802,My Super Ex-Girlfriend,22530295.0,5503267,"Luke Wilson, Anna Faris, Uma Thurman",USA,0,,Comedy
803,Vacancy,19363565.0,3768338,"Luke Wilson, Kate Beckinsale",USA,1,19000000.0,Horror
804,Clash of the Titans,163214888.0,29242160,"Mads Mikkelsen, Sam Worthington, Ralph Fiennes, Alexa Davalos, Gemma Arterton, Nicholas Hoult*, Liam Neeson",USA,1,125000000.0,Fantasy
805,King Arthur,51882244.0,12848085,"Mads Mikkelsen, Til Schweiger, Clive Owen, Joel Edgerton, Ray Stevenson, Stellan Skarsgard, Keira Knightley, Hugh Dancy, Stephen Dillane, Ioan Gruffudd","USA, UK, Ireland",1,120000000.0,Adventure
806,Sherrybaby,199176.0,411576,Maggie Gyllenhaal,USA,0,,Drama
807,Knight & Day,76423035.0,14099616,"Marc Blucas, Cameron Diaz, Maggie Grace, Tom Cruise, Viola Davis, Peter Sarsgaard, Paul Dano","USA, UK",0,117000000.0,Comedy
808,Mona Lisa Smile,63860942.0,8165671,"Marcia Gay Harden*, Juliet Stevenson*, Kirsten Dunst, Ginnifer Goodwin*, Topher Grace*, Dominic West*, Julia Stiles, Maggie Gyllenhaal, Julia Roberts, John Slattery*",USA,0,65000000.0,Drama
809,Focus,53659191.0,10972916,"Margot Robbie, Rodrigo Santoro, Will Smith",USA,0,50100000.0,Comedy
810,A History of Violence,31504633.0,6735040,"Maria Bello, Viggo Mortensen, Ed Harris","USA, Germany, Canada",0,32000000.0,Drama
811,Cyrus,7468936.0,1936218,"Marisa Tomei, John C. Reilly, Jonah Hill, Catherine Keener",USA,0,7000000.0,Comedy
812,The Watcher,28946615.0,1600469,"Marisa Tomei, Keanu Reeves",USA,0,30000000.0,Thriller
813,Zodiac,33080084.0,7375756,"Mark Ruffalo, Jake Gyllenhaal, Brian Cox, Chloe Sevigny, Anthony Edwards, Robert Downey, Jr.",USA,1,65000000.0,Thriller
814,13 Going on 30,57231747.0,9346533,"Mark Ruffalo, Jennifer Garner",USA,0,37000000.0,Comedy
815,Just Like Heaven,48318130.0,9401998,"Mark Ruffalo, Jon Heder, Reese Witherspoon",USA,0,58000000.0,Comedy
816,The Kids Are All Right,20811365.0,2635953,"Mark Ruffalo, Julianne Moore, Annette Bening, Josh Hutcherson, Mia Wasikowska",USA,0,4000000.0,Comedy
817,Rumor Has It,43000262.0,4402147,"Mark Ruffalo, Kathy Bates*, Jennifer Aniston, Mena Suvari, Richard Jenkins, Kevin Costner, Mike Vogel, Shirley MacLaine",USA,0,,Comedy
818,Eternal Sunshine of the Spotless Mind,34400301.0,9042700,"Mark Ruffalo, Kirsten Dunst, Jim Carrey, Kate Winslet, Tom Wilkinson, Elijah Wood",USA,1,20000000.0,Comedy
819,Begin Again,16170632.0,2630129,"Mark Ruffalo, Mos Def, Keira Knightley, Hailee Steinfeld, Catherine Keener",USA,1,,Comedy
820,Collateral,101005703.0,15364828,"Mark Ruffalo, Tom Cruise, Jamie Foxx, Bruce McGill, Jason Statham*, Javier Bardem*, Peter Berg, Jada Pinkett-Smith",USA,0,65000000.0,Crime
821,We Own the Night,28563179.0,3605912,"Mark Wahlberg, Joaquin Phoenix, Eva Mendes, Robert Duvall",USA,0,21000000.0,Drama
822,The Gambler,33680992.0,572311,"Mark Wahlberg, John Goodman, Brie Larson, Jessica Lange",USA,0,25000000.0,Drama
823,The Last Kiss,11614790.0,2508416,"Marley Shelton, Rachel Bilson, Harold Ramis, Eric Christian Olsen, Tom Wilkinson, Zach Braff, Casey Affleck, Jacinda Barrett",USA,1,20000000.0,Romance
824,Bad Boys II,138608444.0,14920239,"Martin Lawrence, Will Smith",USA,0,130000000.0,Action
825,College Road Trip,45610425.0,810789,Martin Lawrence,USA,0,,Comedy
826,Right at Your Door,65018.0,1899350,"Mary McCormack, Rory Cochrane, Tony Perez, Scotty Noyd Jr.",USA,0,,Thriller
827,Margin Call,5354039.0,557951,"Mary McDonnell, Penn Badgley, Simon Baker, Jeremy Irons, Paul Bettany, Zachary Quinto, Demi Moore, Stanley Tucci, Aasif Mandvi, Kevin Spacey",USA,1,3500000.0,Thriller
828,New York Minute,14071441.0,629762,Mary-Kate Olsen,USA,0,30000000.0,Comedy
829,The Possession,49130154.0,5319903,"Matisyahu, Kyra Sedgwick, Jeffrey Dean Morgan","USA, Canada",0,14000000.0,Horror
830,The Monuments Men,78031620.0,10239935,"Matt Damon, Cate Blanchett, John Goodman, Bill Murray, George Clooney, Hugh Bonneville, Jean Dujardin, Bob Balaban","USA, Germany",1,70000000.0,Action
831,The Bourne Ultimatum,227471070.0,47485152,"Matt Damon, David Strathairn, Albert Finney, Paddy Considine*, Joan Allen, Scott Glenn, Julia Stiles","USA, Germany",1,110000000.0,Action
832,Stuck on You,33832741.0,6441227,"Matt Damon, Greg Kinnear, Eva Mendes, Cher",USA,0,,Comedy
833,Syriana,50824620.0,7162144,"Matt Damon, Jeffrey Wright, Amanda Peet, Chris Cooper, George Clooney, Mark Strong","USA, United Arab Emirates",1,50000000.0,Drama
834,The Brothers Grimm,37916267.0,4290966,"Matt Damon, Monica Bellucci, Peter Stormare, Lena Headey, Jonathan Pryce, Heath Ledger","USA, Czech Republic, UK",1,88000000.0,Adventure
835,The Departed,132384315.0,24887792,"Matt Damon, Ray Winstone, James Badge Dale*, Anthony Anderson, Vera Farmiga, Martin Sheen, Alec Baldwin, Jack Nicholson, Mark Wahlberg, Leonardo DiCaprio","USA, Hong Kong",1,90000000.0,Drama
836,Contagion,75658097.0,8640500,"Matt Damon, Sanaa Lathan, Laurence Fishburne, Kate Winslet, Marion Cotillard, Jude Law, Bryan Cranston, Gwyneth Paltrow","USA, United Arab Emirates",1,60000000.0,Action
837,We Bought a Zoo,75624550.0,4117229,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Angus Macfadyen, Patrick Fugit, Elle Fanning",USA,0,,Comedy
838,Elysium,93050117.0,14040874,"Matt Damon, Sharlto Copley, Alice Braga, Diego Luna, Jodie Foster, William Fichtner",USA,0,115000000.0,Sci-Fi
839,Inside Job,4312735.0,516001,"Matt Damon, William Ackman, Daniel Alpert, Jonathan Alpert",USA,0,2000000.0,Documentary
840,Jersey Girl,25268157.0,987460,"Matt Damon*, (Cameo), Ben Affleck, Jennifer Lopez, Liv Tyler, Will Smith*",USA,0,35000000.0,Comedy
841,Eurotrip,17771387.0,924844,"Matt Damon*, Michelle Trachtenberg, (Cameo)",USA,0,25000000.0,Comedy
842,Star Wars: The Clone Wars,35161554.0,5510300,"Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker",USA,0,,Animation
